timestamp,temperature_2m,cloud_cover,direct_radiation,diffuse_radiation,sunshine_duration,wind_speed_10m,precipitation,relative_humidity_2m
2024-09-01 00:00:00+00:00,15.1,2,0.0,0.0,0.0,11.0,0.0,79
2024-09-01 01:00:00+00:00,14.0,1,0.0,0.0,0.0,11.2,0.0,84
2024-09-01 02:00:00+00:00,13.4,8,0.0,0.0,0.0,11.4,0.0,88
2024-09-01 03:00:00+00:00,12.9,25,0.0,0.0,0.0,11.0,0.0,92
2024-09-01 04:00:00+00:00,12.6,100,0.0,0.0,0.0,9.4,0.0,95
2024-09-01 05:00:00+00:00,13.2,100,5.0,19.0,0.0,10.1,0.0,92
2024-09-01 06:00:00+00:00,14.4,98,21.0,89.0,1205.6,9.6,0.0,86
2024-09-01 07:00:00+00:00,15.8,62,114.0,129.0,3600.0,9.2,0.0,80
2024-09-01 08:00:00+00:00,17.7,0,336.0,105.0,3600.0,9.9,0.0,72
2024-09-01 09:00:00+00:00,19.1,0,484.0,93.0,3600.0,9.9,0.0,65
2024-09-01 10:00:00+00:00,20.1,0,567.0,97.0,3600.0,10.0,0.0,58
2024-09-01 11:00:00+00:00,21.1,0,604.0,100.0,3600.0,10.5,0.0,52
2024-09-01 12:00:00+00:00,21.8,5,602.0,97.0,3600.0,9.7,0.0,49
2024-09-01 13:00:00+00:00,22.1,93,556.0,90.0,3600.0,9.8,0.0,44
2024-09-01 14:00:00+00:00,22.2,100,420.0,115.0,3600.0,9.2,0.0,41
2024-09-01 15:00:00+00:00,22.0,100,229.0,145.0,3600.0,9.4,0.0,41
2024-09-01 16:00:00+00:00,21.4,100,77.0,129.0,3600.0,7.1,0.0,45
2024-09-01 17:00:00+00:00,19.5,100,29.0,65.0,3394.27,5.3,0.0,56
2024-09-01 18:00:00+00:00,17.6,100,0.0,10.0,0.0,6.0,0.0,61
2024-09-01 19:00:00+00:00,16.5,6,0.0,0.0,0.0,6.3,0.0,64
2024-09-01 20:00:00+00:00,15.1,56,0.0,0.0,0.0,6.8,0.0,67
2024-09-01 21:00:00+00:00,14.4,14,0.0,0.0,0.0,7.1,0.0,68
2024-09-01 22:00:00+00:00,14.1,34,0.0,0.0,0.0,8.0,0.0,69
2024-09-01 23:00:00+00:00,14.0,96,0.0,0.0,0.0,8.9,0.0,70
2024-09-02 00:00:00+00:00,13.6,90,0.0,0.0,0.0,7.6,0.0,73
2024-09-02 01:00:00+00:00,14.0,100,0.0,0.0,0.0,7.5,0.0,73
2024-09-02 02:00:00+00:00,14.5,99,0.0,0.0,0.0,10.0,0.0,72
2024-09-02 03:00:00+00:00,14.2,99,0.0,0.0,0.0,9.5,0.0,75
2024-09-02 04:00:00+00:00,14.4,100,0.0,0.0,0.0,9.4,0.0,75
2024-09-02 05:00:00+00:00,15.1,100,1.0,15.0,0.0,10.1,0.0,74
2024-09-02 06:00:00+00:00,16.3,100,25.0,69.0,1849.34,9.7,0.0,72
2024-09-02 07:00:00+00:00,17.6,100,19.0,153.0,0.0,10.1,0.0,69
2024-09-02 08:00:00+00:00,19.2,99,105.0,211.0,3600.0,11.1,0.0,65
2024-09-02 09:00:00+00:00,21.4,96,335.0,175.0,3600.0,12.2,0.0,60
2024-09-02 10:00:00+00:00,22.9,12,436.0,166.0,3600.0,12.8,0.0,56
2024-09-02 11:00:00+00:00,24.0,48,553.0,119.0,3600.0,12.3,0.0,54
2024-09-02 12:00:00+00:00,25.0,60,559.0,110.0,3600.0,9.3,0.0,53
2024-09-02 13:00:00+00:00,25.2,19,502.0,109.0,3600.0,10.4,0.0,54
2024-09-02 14:00:00+00:00,26.0,16,425.0,95.0,3600.0,7.6,0.0,52
2024-09-02 15:00:00+00:00,25.9,6,279.0,98.0,3600.0,9.4,0.0,50
2024-09-02 16:00:00+00:00,25.4,4,181.0,66.0,3600.0,7.9,0.0,53
2024-09-02 17:00:00+00:00,23.4,3,63.0,41.0,3600.0,7.9,0.0,63
2024-09-02 18:00:00+00:00,21.9,7,3.0,7.0,0.0,10.8,0.0,67
2024-09-02 19:00:00+00:00,21.5,14,0.0,0.0,0.0,12.6,0.0,68
2024-09-02 20:00:00+00:00,20.9,85,0.0,0.0,0.0,12.3,0.0,71
2024-09-02 21:00:00+00:00,20.2,100,0.0,0.0,0.0,11.5,0.0,73
2024-09-02 22:00:00+00:00,19.8,33,0.0,0.0,0.0,12.6,0.0,72
2024-09-02 23:00:00+00:00,19.5,28,0.0,0.0,0.0,13.0,0.0,73
2024-09-03 00:00:00+00:00,18.8,100,0.0,0.0,0.0,11.2,0.0,77
2024-09-03 01:00:00+00:00,18.6,59,0.0,0.0,0.0,6.9,0.0,87
2024-09-03 02:00:00+00:00,17.2,100,0.0,0.0,0.0,7.0,0.0,93
2024-09-03 03:00:00+00:00,17.0,100,0.0,0.0,0.0,9.1,0.0,94
2024-09-03 04:00:00+00:00,16.9,85,0.0,0.0,0.0,9.1,0.0,95
2024-09-03 05:00:00+00:00,17.2,100,6.0,16.0,12.36,8.3,0.0,94
2024-09-03 06:00:00+00:00,18.9,100,37.0,77.0,3600.0,10.0,0.0,88
2024-09-03 07:00:00+00:00,21.1,47,167.0,98.0,3600.0,9.7,0.0,81
2024-09-03 08:00:00+00:00,23.6,15,317.0,99.0,3600.0,11.9,0.0,73
2024-09-03 09:00:00+00:00,25.9,12,442.0,97.0,3600.0,12.8,0.0,64
2024-09-03 10:00:00+00:00,27.8,22,526.0,96.0,3600.0,14.7,0.0,56
2024-09-03 11:00:00+00:00,29.0,13,560.0,100.0,3600.0,15.6,0.0,52
2024-09-03 12:00:00+00:00,30.2,1,552.0,100.0,3600.0,17.6,0.0,45
2024-09-03 13:00:00+00:00,31.4,49,503.0,96.0,3600.0,18.7,0.0,35
2024-09-03 14:00:00+00:00,30.4,13,335.0,110.0,3600.0,17.6,0.0,40
2024-09-03 15:00:00+00:00,30.3,7,259.0,91.0,3600.0,12.0,0.0,41
2024-09-03 16:00:00+00:00,29.3,16,163.0,66.0,3600.0,7.7,0.0,46
2024-09-03 17:00:00+00:00,26.4,8,59.0,40.0,3600.0,6.9,0.0,56
2024-09-03 18:00:00+00:00,24.9,4,3.0,5.0,0.0,10.6,0.0,54
2024-09-03 19:00:00+00:00,24.8,0,0.0,0.0,0.0,14.6,0.0,47
2024-09-03 20:00:00+00:00,23.9,0,0.0,0.0,0.0,13.6,0.0,45
2024-09-03 21:00:00+00:00,23.0,0,0.0,0.0,0.0,13.4,0.0,48
2024-09-03 22:00:00+00:00,22.5,0,0.0,0.0,0.0,14.7,0.0,50
2024-09-03 23:00:00+00:00,22.1,0,0.0,0.0,0.0,14.5,0.0,52
2024-09-04 00:00:00+00:00,21.9,0,0.0,0.0,0.0,15.6,0.0,53
2024-09-04 01:00:00+00:00,21.6,0,0.0,0.0,0.0,15.7,0.0,57
2024-09-04 02:00:00+00:00,21.0,0,0.0,0.0,0.0,14.3,0.0,59
2024-09-04 03:00:00+00:00,20.1,0,0.0,0.0,0.0,13.2,0.0,62
2024-09-04 04:00:00+00:00,19.5,0,0.0,0.0,0.0,13.0,0.0,64
2024-09-04 05:00:00+00:00,19.5,0,10.0,12.0,388.88,13.1,0.0,66
2024-09-04 06:00:00+00:00,20.9,0,90.0,47.0,3600.0,13.6,0.0,64
2024-09-04 07:00:00+00:00,22.7,0,220.0,66.0,3600.0,13.2,0.0,60
2024-09-04 08:00:00+00:00,24.9,0,354.0,78.0,3600.0,13.2,0.0,54
2024-09-04 09:00:00+00:00,27.0,0,465.0,86.0,3600.0,14.6,0.0,49
2024-09-04 10:00:00+00:00,28.5,0,544.0,91.0,3600.0,17.6,0.0,44
2024-09-04 11:00:00+00:00,29.5,0,583.0,93.0,3600.0,20.4,0.0,37
2024-09-04 12:00:00+00:00,29.9,0,577.0,92.0,3600.0,19.9,0.0,35
2024-09-04 13:00:00+00:00,30.0,15,528.0,89.0,3600.0,18.7,0.0,31
2024-09-04 14:00:00+00:00,29.9,30,437.0,84.0,3600.0,17.8,0.0,31
2024-09-04 15:00:00+00:00,29.4,18,317.0,75.0,3600.0,18.1,0.0,34
2024-09-04 16:00:00+00:00,28.2,4,179.0,62.0,3600.0,16.3,0.0,40
2024-09-04 17:00:00+00:00,26.6,59,58.0,38.0,3558.06,16.6,0.0,44
2024-09-04 18:00:00+00:00,25.5,34,2.0,5.0,0.0,17.0,0.0,45
2024-09-04 19:00:00+00:00,24.7,17,0.0,0.0,0.0,17.3,0.0,48
2024-09-04 20:00:00+00:00,24.0,0,0.0,0.0,0.0,17.5,0.0,48
2024-09-04 21:00:00+00:00,23.5,2,0.0,0.0,0.0,18.4,0.0,47
2024-09-04 22:00:00+00:00,22.8,2,0.0,0.0,0.0,17.8,0.0,49
2024-09-04 23:00:00+00:00,22.1,1,0.0,0.0,0.0,17.3,0.0,50
2024-09-05 00:00:00+00:00,21.6,0,0.0,0.0,0.0,16.9,0.0,51
2024-09-05 01:00:00+00:00,21.5,0,0.0,0.0,0.0,15.1,0.0,57
2024-09-05 02:00:00+00:00,20.8,0,0.0,0.0,0.0,14.9,0.0,59
2024-09-05 03:00:00+00:00,20.1,0,0.0,0.0,0.0,14.4,0.0,61
2024-09-05 04:00:00+00:00,19.6,0,0.0,0.0,0.0,14.4,0.0,62
2024-09-05 05:00:00+00:00,19.7,0,9.0,12.0,286.98,16.2,0.0,64
2024-09-05 06:00:00+00:00,21.0,0,85.0,47.0,3600.0,15.2,0.0,62
2024-09-05 07:00:00+00:00,22.7,0,211.0,68.0,3600.0,17.3,0.0,56
2024-09-05 08:00:00+00:00,24.4,0,348.0,78.0,3600.0,18.0,0.0,50
2024-09-05 09:00:00+00:00,26.0,0,467.0,86.0,3600.0,19.8,0.0,45
2024-09-05 10:00:00+00:00,26.9,0,545.0,90.0,3600.0,22.8,0.0,40
2024-09-05 11:00:00+00:00,27.6,29,579.0,93.0,3600.0,24.3,0.0,38
2024-09-05 12:00:00+00:00,28.0,66,560.0,100.0,3600.0,25.6,0.0,35
2024-09-05 13:00:00+00:00,28.0,100,449.0,134.0,3600.0,26.4,0.0,36
2024-09-05 14:00:00+00:00,28.0,59,387.0,108.0,3600.0,26.2,0.0,34
2024-09-05 15:00:00+00:00,27.6,9,282.0,89.0,3600.0,25.0,0.0,33
2024-09-05 16:00:00+00:00,26.7,2,168.0,63.0,3600.0,19.9,0.0,36
2024-09-05 17:00:00+00:00,25.4,13,53.0,38.0,3422.09,17.6,0.0,38
2024-09-05 18:00:00+00:00,24.4,34,1.0,5.0,0.0,18.4,0.0,39
2024-09-05 19:00:00+00:00,23.7,35,0.0,0.0,0.0,18.0,0.0,38
2024-09-05 20:00:00+00:00,23.0,41,0.0,0.0,0.0,18.0,0.0,39
2024-09-05 21:00:00+00:00,22.3,52,0.0,0.0,0.0,18.0,0.0,42
2024-09-05 22:00:00+00:00,21.9,44,0.0,0.0,0.0,17.6,0.0,43
2024-09-05 23:00:00+00:00,21.4,4,0.0,0.0,0.0,17.8,0.0,44
2024-09-06 00:00:00+00:00,20.6,16,0.0,0.0,0.0,16.6,0.0,45
2024-09-06 01:00:00+00:00,19.8,12,0.0,0.0,0.0,15.9,0.0,47
