timestamp,temperature_2m,cloud_cover,direct_radiation,diffuse_radiation,sunshine_duration,wind_speed_10m,precipitation,relative_humidity_2m
2025-03-01 00:00:00+00:00,0.9,100,0.0,0.0,0.0,10.9,0.3,100
2025-03-01 01:00:00+00:00,1.4,100,0.0,0.0,0.0,10.5,0.3,100
2025-03-01 02:00:00+00:00,1.5,100,0.0,0.0,0.0,11.1,0.5,100
2025-03-01 03:00:00+00:00,1.8,100,0.0,0.0,0.0,13.4,0.1,99
2025-03-01 04:00:00+00:00,1.8,100,0.0,0.0,0.0,14.7,0.1,98
2025-03-01 05:00:00+00:00,1.7,100,0.0,0.0,0.0,15.5,0.1,97
2025-03-01 06:00:00+00:00,1.5,100,0.0,1.0,0.0,14.6,0.0,97
2025-03-01 07:00:00+00:00,1.7,100,0.0,27.0,0.0,14.0,0.0,94
2025-03-01 08:00:00+00:00,2.3,100,2.0,76.0,0.0,11.8,0.0,89
2025-03-01 09:00:00+00:00,2.8,100,0.0,79.0,0.0,12.0,0.1,89
2025-03-01 10:00:00+00:00,3.0,100,1.0,89.0,0.0,14.3,0.1,91
2025-03-01 11:00:00+00:00,3.7,96,2.0,114.0,0.0,16.1,0.1,86
2025-03-01 12:00:00+00:00,4.3,81,55.0,152.0,1513.8,18.3,0.3,83
2025-03-01 13:00:00+00:00,5.2,100,126.0,124.0,3600.0,18.4,0.1,72
2025-03-01 14:00:00+00:00,4.7,100,64.0,114.0,3188.85,17.1,0.0,72
2025-03-01 15:00:00+00:00,3.8,100,0.0,80.0,0.0,16.6,0.0,75
2025-03-01 16:00:00+00:00,3.0,100,0.0,35.0,0.0,14.0,0.0,79
2025-03-01 17:00:00+00:00,2.3,100,0.0,3.0,0.0,12.0,0.0,83
2025-03-01 18:00:00+00:00,1.9,100,0.0,0.0,0.0,11.4,0.0,84
2025-03-01 19:00:00+00:00,1.5,100,0.0,0.0,0.0,10.5,0.0,85
2025-03-01 20:00:00+00:00,1.2,100,0.0,0.0,0.0,9.9,0.0,85
2025-03-01 21:00:00+00:00,1.1,100,0.0,0.0,0.0,10.2,0.0,84
2025-03-01 22:00:00+00:00,0.7,100,0.0,0.0,0.0,10.2,0.0,86
2025-03-01 23:00:00+00:00,0.2,100,0.0,0.0,0.0,9.0,0.0,88
2025-03-02 00:00:00+00:00,0.5,100,0.0,0.0,0.0,8.2,0.0,88
2025-03-02 01:00:00+00:00,0.5,100,0.0,0.0,0.0,8.8,0.0,89
