timestamp,temperature_2m,cloud_cover,direct_radiation,diffuse_radiation,sunshine_duration,wind_speed_10m,precipitation,relative_humidity_2m
2025-09-01 00:00:00+00:00,16.6,1,0.0,0.0,0.0,7.8,0.0,87
2025-09-01 01:00:00+00:00,16.2,0,0.0,0.0,0.0,8.1,0.0,87
2025-09-01 02:00:00+00:00,15.8,0,0.0,0.0,0.0,8.7,0.0,90
2025-09-01 03:00:00+00:00,15.4,0,0.0,0.0,0.0,8.8,0.0,91
2025-09-01 04:00:00+00:00,15.2,0,0.0,0.0,0.0,9.2,0.0,93
2025-09-01 05:00:00+00:00,15.6,0,12.0,16.0,646.75,9.2,0.0,93
2025-09-01 06:00:00+00:00,17.0,4,91.0,53.0,3600.0,8.0,0.0,89
2025-09-01 07:00:00+00:00,18.8,0,211.0,77.0,3600.0,8.7,0.0,83
2025-09-01 08:00:00+00:00,20.5,0,345.0,87.0,3600.0,11.4,0.0,75
2025-09-01 09:00:00+00:00,22.0,0,462.0,93.0,3600.0,12.4,0.0,65
2025-09-01 10:00:00+00:00,23.0,0,543.0,97.0,3600.0,11.3,0.0,57
2025-09-01 11:00:00+00:00,23.8,0,584.0,99.0,3600.0,10.6,0.0,53
2025-09-01 12:00:00+00:00,24.2,2,584.0,96.0,3600.0,11.5,0.0,52
2025-09-01 13:00:00+00:00,24.8,100,466.0,115.0,3600.0,11.7,0.0,51
2025-09-01 14:00:00+00:00,24.9,100,226.0,180.0,3600.0,10.1,0.0,53
2025-09-01 15:00:00+00:00,24.5,35,95.0,134.0,3600.0,8.3,0.0,57
2025-09-01 16:00:00+00:00,24.2,3,150.0,79.0,3600.0,8.1,0.0,60
2025-09-01 17:00:00+00:00,22.8,17,57.0,45.0,3600.0,7.9,0.0,68
2025-09-01 18:00:00+00:00,21.4,63,3.0,8.0,0.0,8.9,0.0,74
2025-09-01 19:00:00+00:00,20.8,95,0.0,0.0,0.0,11.4,0.0,76
2025-09-01 20:00:00+00:00,20.0,19,0.0,0.0,0.0,11.8,0.0,80
2025-09-01 21:00:00+00:00,19.3,30,0.0,0.0,0.0,12.6,0.0,83
2025-09-01 22:00:00+00:00,18.8,8,0.0,0.0,0.0,12.8,0.0,85
2025-09-01 23:00:00+00:00,18.4,44,0.0,0.0,0.0,11.1,0.0,88
2025-09-02 00:00:00+00:00,17.9,61,0.0,0.0,0.0,9.8,0.0,90
2025-09-02 01:00:00+00:00,17.5,44,0.0,0.0,0.0,9.6,0.0,91
2025-09-02 02:00:00+00:00,17.2,42,0.0,0.0,0.0,9.2,0.0,92
2025-09-02 03:00:00+00:00,16.9,62,0.0,0.0,0.0,6.5,0.0,93
2025-09-02 04:00:00+00:00,16.5,82,0.0,0.0,0.0,4.7,0.0,94
2025-09-02 05:00:00+00:00,17.0,100,4.0,15.0,0.0,7.3,0.0,91
2025-09-02 06:00:00+00:00,18.0,87,20.0,73.0,1106.89,3.8,0.0,86
2025-09-02 07:00:00+00:00,19.3,95,151.0,99.0,3600.0,5.6,0.0,80
2025-09-02 08:00:00+00:00,20.9,99,299.0,117.0,3600.0,6.1,0.0,75
2025-09-02 09:00:00+00:00,22.4,100,303.0,186.0,3600.0,6.6,0.0,70
2025-09-02 10:00:00+00:00,23.9,99,411.0,179.0,3600.0,5.4,0.0,66
2025-09-02 11:00:00+00:00,24.5,60,431.0,191.0,3600.0,9.2,0.2,62
2025-09-02 12:00:00+00:00,24.5,94,405.0,167.0,3600.0,11.2,0.2,61
2025-09-02 13:00:00+00:00,23.0,100,385.0,146.0,3600.0,14.4,0.6,69
2025-09-02 14:00:00+00:00,22.3,100,56.0,232.0,1141.26,13.3,0.1,71
2025-09-02 15:00:00+00:00,21.0,100,0.0,112.0,0.0,12.8,0.0,75
2025-09-02 16:00:00+00:00,20.5,90,16.0,99.0,0.0,10.5,0.0,78
2025-09-02 17:00:00+00:00,19.8,94,23.0,56.0,2428.49,9.8,0.0,82
