timestamp,temperature_2m,cloud_cover,direct_radiation,diffuse_radiation,sunshine_duration,wind_speed_10m,precipitation,relative_humidity_2m
2024-08-01 00:00:00+00:00,18.5,100,0.0,0.0,0.0,5.5,0.0,73
2024-08-01 01:00:00+00:00,17.4,45,0.0,0.0,0.0,10.9,0.0,83
2024-08-01 02:00:00+00:00,16.8,77,0.0,0.0,0.0,10.5,0.0,86
2024-08-01 03:00:00+00:00,16.3,98,0.0,0.0,0.0,8.4,0.0,83
2024-08-01 04:00:00+00:00,16.4,97,3.0,11.0,0.0,8.0,0.0,80
2024-08-01 05:00:00+00:00,17.5,0,50.0,52.0,3600.0,6.3,0.0,74
2024-08-01 06:00:00+00:00,19.5,4,182.0,67.0,3600.0,6.6,0.0,65
2024-08-01 07:00:00+00:00,21.4,0,313.0,85.0,3600.0,8.9,0.0,58
2024-08-01 08:00:00+00:00,23.0,0,448.0,95.0,3600.0,9.4,0.0,53
2024-08-01 09:00:00+00:00,24.2,0,562.0,102.0,3600.0,9.3,0.0,49
2024-08-01 10:00:00+00:00,25.1,0,645.0,105.0,3600.0,10.2,0.0,46
2024-08-01 11:00:00+00:00,26.0,0,687.0,108.0,3600.0,10.6,0.0,43
2024-08-01 12:00:00+00:00,26.5,0,692.0,105.0,3600.0,10.6,0.0,41
2024-08-01 13:00:00+00:00,27.0,0,653.0,101.0,3600.0,9.0,0.0,39
2024-08-01 14:00:00+00:00,27.1,0,574.0,95.0,3600.0,8.9,0.0,37
2024-08-01 15:00:00+00:00,27.0,0,463.0,86.0,3600.0,9.0,0.0,36
2024-08-01 16:00:00+00:00,26.5,0,324.0,78.0,3600.0,9.4,0.0,36
2024-08-01 17:00:00+00:00,25.6,11,182.0,64.0,3600.0,10.1,0.0,37
2024-08-01 18:00:00+00:00,23.9,2,62.0,42.0,3600.0,9.6,0.0,43
2024-08-01 19:00:00+00:00,21.6,6,4.0,8.0,0.0,12.1,0.0,49
2024-08-01 20:00:00+00:00,20.1,53,0.0,0.0,0.0,11.0,0.0,53
2024-08-01 21:00:00+00:00,19.1,100,0.0,0.0,0.0,10.3,0.0,58
2024-08-01 22:00:00+00:00,18.6,100,0.0,0.0,0.0,9.4,0.0,63
2024-08-01 23:00:00+00:00,18.0,100,0.0,0.0,0.0,8.9,0.0,68
2024-08-02 00:00:00+00:00,17.9,100,0.0,0.0,0.0,10.5,0.0,72
2024-08-02 01:00:00+00:00,17.4,100,0.0,0.0,0.0,10.9,0.0,77
2024-08-02 02:00:00+00:00,16.9,100,0.0,0.0,0.0,9.0,0.0,78
2024-08-02 03:00:00+00:00,16.5,100,0.0,0.0,0.0,7.6,0.0,80
2024-08-02 04:00:00+00:00,16.7,97,0.0,8.0,0.0,9.0,0.0,78
2024-08-02 05:00:00+00:00,17.4,100,5.0,63.0,0.0,9.7,0.0,75
2024-08-02 06:00:00+00:00,18.4,100,21.0,116.0,177.03,11.1,0.0,69
2024-08-02 07:00:00+00:00,18.6,100,0.0,108.0,0.0,12.4,0.0,67
2024-08-02 08:00:00+00:00,19.0,100,0.0,106.0,0.0,11.2,0.0,64
2024-08-02 09:00:00+00:00,19.1,100,0.0,106.0,0.0,8.9,0.4,65
2024-08-02 10:00:00+00:00,18.4,100,0.0,120.0,0.0,9.5,1.2,80
2024-08-02 11:00:00+00:00,18.1,100,1.0,124.0,0.0,11.1,1.1,84
2024-08-02 12:00:00+00:00,18.1,100,0.0,117.0,0.0,11.4,1.1,85
2024-08-02 13:00:00+00:00,19.2,100,0.0,121.0,0.0,7.4,1.1,80
2024-08-02 14:00:00+00:00,18.8,100,0.0,77.0,0.0,5.9,1.0,83
2024-08-02 15:00:00+00:00,18.5,100,0.0,51.0,0.0,7.2,0.9,87
2024-08-02 16:00:00+00:00,18.4,100,0.0,37.0,0.0,9.7,0.6,88
2024-08-02 17:00:00+00:00,18.2,100,1.0,35.0,0.0,13.5,0.2,82
2024-08-02 18:00:00+00:00,17.5,100,0.0,15.0,0.0,10.2,0.0,78
2024-08-02 19:00:00+00:00,17.0,100,0.0,3.0,0.0,6.8,0.0,79
2024-08-02 20:00:00+00:00,16.5,100,0.0,0.0,0.0,5.5,0.0,81
2024-08-02 21:00:00+00:00,16.4,100,0.0,0.0,0.0,4.9,0.2,84
2024-08-02 22:00:00+00:00,16.1,100,0.0,0.0,0.0,3.8,0.0,87
2024-08-02 23:00:00+00:00,16.4,100,0.0,0.0,0.0,5.8,0.0,87
2024-08-03 00:00:00+00:00,16.4,100,0.0,0.0,0.0,5.8,0.0,90
2024-08-03 01:00:00+00:00,15.3,100,0.0,0.0,0.0,6.5,0.0,92
2024-08-03 02:00:00+00:00,15.4,100,0.0,0.0,0.0,6.5,0.0,90
2024-08-03 03:00:00+00:00,15.0,100,0.0,0.0,0.0,5.8,0.0,90
2024-08-03 04:00:00+00:00,14.8,100,0.0,7.0,0.0,5.5,0.0,91
2024-08-03 05:00:00+00:00,15.8,100,20.0,65.0,1855.39,6.3,0.0,88
2024-08-03 06:00:00+00:00,17.8,2,132.0,96.0,3600.0,4.8,0.0,79
2024-08-03 07:00:00+00:00,20.0,46,307.0,90.0,3600.0,5.9,0.0,65
