timestamp,temperature_2m,cloud_cover,direct_radiation,diffuse_radiation,sunshine_duration,wind_speed_10m,precipitation,relative_humidity_2m
2025-10-01 00:00:00+00:00,7.5,1,0.0,0.0,0.0,10.3,0.0,92
2025-10-01 01:00:00+00:00,6.9,9,0.0,0.0,0.0,10.5,0.0,94
2025-10-01 02:00:00+00:00,7.0,34,0.0,0.0,0.0,10.2,0.0,94
2025-10-01 03:00:00+00:00,7.6,67,0.0,0.0,0.0,10.3,0.0,91
2025-10-01 04:00:00+00:00,7.8,73,0.0,0.0,0.0,10.8,0.0,89
2025-10-01 05:00:00+00:00,8.2,80,0.0,0.0,0.0,10.5,0.0,85
2025-10-01 06:00:00+00:00,8.5,73,7.0,27.0,12.65,10.7,0.0,86
2025-10-01 07:00:00+00:00,9.2,100,48.0,70.0,3600.0,14.6,0.0,82
2025-10-01 08:00:00+00:00,10.2,71,71.0,135.0,3600.0,16.0,0.1,76
2025-10-01 09:00:00+00:00,10.8,72,105.0,142.0,3600.0,13.9,0.1,73
2025-10-01 10:00:00+00:00,11.8,98,219.0,134.0,3600.0,12.1,0.0,65
2025-10-01 11:00:00+00:00,12.6,98,234.0,166.0,3600.0,11.1,0.1,60
2025-10-01 12:00:00+00:00,12.6,66,255.0,162.0,3600.0,8.4,0.1,59
2025-10-01 13:00:00+00:00,12.6,89,179.0,133.0,3600.0,9.0,0.3,61
2025-10-01 14:00:00+00:00,12.6,99,118.0,120.0,3600.0,7.2,0.1,64
2025-10-01 15:00:00+00:00,11.9,99,93.0,82.0,3600.0,9.4,0.7,69
2025-10-01 16:00:00+00:00,10.6,61,19.0,35.0,2015.66,5.1,0.1,78
2025-10-01 17:00:00+00:00,9.4,43,1.0,4.0,0.0,5.5,0.5,82
2025-10-01 18:00:00+00:00,9.4,32,0.0,0.0,0.0,9.6,0.0,86
2025-10-01 19:00:00+00:00,8.7,18,0.0,0.0,0.0,10.6,0.0,87
2025-10-01 20:00:00+00:00,8.2,20,0.0,0.0,0.0,10.0,0.0,88
2025-10-01 21:00:00+00:00,7.8,16,0.0,0.0,0.0,10.0,0.0,89
2025-10-01 22:00:00+00:00,7.4,2,0.0,0.0,0.0,9.7,0.0,91
2025-10-01 23:00:00+00:00,6.9,2,0.0,0.0,0.0,8.8,0.0,92
2025-10-02 00:00:00+00:00,6.2,0,0.0,0.0,0.0,9.0,0.0,91
2025-10-02 01:00:00+00:00,5.4,0,0.0,0.0,0.0,8.6,0.0,92
2025-10-02 02:00:00+00:00,4.9,1,0.0,0.0,0.0,8.8,0.0,92
2025-10-02 03:00:00+00:00,4.6,2,0.0,0.0,0.0,8.7,0.0,92
2025-10-02 04:00:00+00:00,4.2,7,0.0,0.0,0.0,7.8,0.0,92
2025-10-02 05:00:00+00:00,3.9,9,0.0,0.0,0.0,7.9,0.0,93
2025-10-02 06:00:00+00:00,4.3,100,22.0,22.0,1874.78,8.3,0.0,94
2025-10-02 07:00:00+00:00,5.7,100,19.0,78.0,736.75,4.9,0.0,89
2025-10-02 08:00:00+00:00,6.6,100,21.0,74.0,0.0,3.8,0.0,86
2025-10-02 09:00:00+00:00,8.0,99,57.0,114.0,1936.2,3.6,0.0,79
2025-10-02 10:00:00+00:00,9.3,100,56.0,157.0,1396.37,3.8,0.0,72
2025-10-02 11:00:00+00:00,10.4,100,67.0,192.0,1827.24,4.5,0.0,66
2025-10-02 12:00:00+00:00,12.1,93,83.0,178.0,2799.57,10.5,0.0,58
2025-10-02 13:00:00+00:00,12.2,31,112.0,158.0,3600.0,10.1,0.0,57
2025-10-02 14:00:00+00:00,12.4,34,162.0,116.0,3600.0,9.0,0.0,56
2025-10-02 15:00:00+00:00,11.9,20,63.0,89.0,3600.0,7.3,0.0,56
2025-10-02 16:00:00+00:00,10.7,20,44.0,39.0,3243.28,4.4,0.0,68
2025-10-02 17:00:00+00:00,9.5,18,1.0,4.0,0.0,6.0,0.0,72
2025-10-02 18:00:00+00:00,8.6,1,0.0,0.0,0.0,5.6,0.0,75
2025-10-02 19:00:00+00:00,7.1,2,0.0,0.0,0.0,4.2,0.0,82
2025-10-02 20:00:00+00:00,6.1,3,0.0,0.0,0.0,3.5,0.0,86
2025-10-02 21:00:00+00:00,5.6,21,0.0,0.0,0.0,2.9,0.0,87
2025-10-02 22:00:00+00:00,5.2,20,0.0,0.0,0.0,4.8,0.0,85
2025-10-02 23:00:00+00:00,5.3,48,0.0,0.0,0.0,6.1,0.0,80
2025-10-03 00:00:00+00:00,3.7,24,0.0,0.0,0.0,4.1,0.0,85
2025-10-03 01:00:00+00:00,3.2,0,0.0,0.0,0.0,4.6,0.0,86
2025-10-03 02:00:00+00:00,2.9,2,0.0,0.0,0.0,6.1,0.0,86
2025-10-03 03:00:00+00:00,2.3,10,0.0,0.0,0.0,4.0,0.0,89
2025-10-03 04:00:00+00:00,2.0,3,0.0,0.0,0.0,5.8,0.0,89
2025-10-03 05:00:00+00:00,1.9,9,0.0,0.0,0.0,5.2,0.0,88
2025-10-03 06:00:00+00:00,2.3,13,22.0,20.0,1768.75,7.1,0.0,86
2025-10-03 07:00:00+00:00,4.2,20,110.0,58.0,3600.0,5.6,0.0,81
2025-10-03 08:00:00+00:00,6.5,38,217.0,81.0,3600.0,5.3,0.0,73
2025-10-03 09:00:00+00:00,8.6,20,287.0,112.0,3600.0,6.6,0.0,64
2025-10-03 10:00:00+00:00,10.1,23,320.0,140.0,3600.0,7.6,0.0,58
2025-10-03 11:00:00+00:00,10.9,0,443.0,91.0,3600.0,6.5,0.0,55
2025-10-03 12:00:00+00:00,11.8,16,420.0,97.0,3600.0,4.9,0.0,51
2025-10-03 13:00:00+00:00,12.2,45,354.0,97.0,3600.0,4.9,0.0,48
2025-10-03 14:00:00+00:00,12.0,34,229.0,102.0,3600.0,6.9,0.0,47
2025-10-03 15:00:00+00:00,11.4,30,141.0,69.0,3600.0,7.4,0.0,50
2025-10-03 16:00:00+00:00,9.9,17,48.0,36.0,3098.24,7.3,0.0,61
2025-10-03 17:00:00+00:00,8.6,2,1.0,2.0,0.0,10.1,0.0,65
2025-10-03 18:00:00+00:00,7.3,2,0.0,0.0,0.0,9.6,0.0,69
2025-10-03 19:00:00+00:00,6.4,0,0.0,0.0,0.0,11.2,0.0,68
2025-10-03 20:00:00+00:00,5.9,0,0.0,0.0,0.0,11.4,0.0,70
2025-10-03 21:00:00+00:00,5.4,0,0.0,0.0,0.0,12.6,0.0,73
2025-10-03 22:00:00+00:00,5.1,5,0.0,0.0,0.0,11.3,0.0,74
2025-10-03 23:00:00+00:00,4.7,27,0.0,0.0,0.0,10.8,0.0,76
2025-10-04 00:00:00+00:00,3.8,81,0.0,0.0,0.0,11.4,0.0,78
2025-10-04 01:00:00+00:00,3.3,41,0.0,0.0,0.0,12.2,0.0,81
2025-10-04 02:00:00+00:00,3.3,92,0.0,0.0,0.0,12.2,0.0,82
2025-10-04 03:00:00+00:00,3.0,98,0.0,0.0,0.0,12.4,0.0,86
2025-10-04 04:00:00+00:00,2.8,66,0.0,0.0,0.0,13.4,0.0,88
2025-10-04 05:00:00+00:00,2.5,81,0.0,0.0,0.0,14.0,0.0,90
2025-10-04 06:00:00+00:00,3.2,99,21.0,19.0,1662.21,15.6,0.0,87
2025-10-04 07:00:00+00:00,5.1,98,97.0,65.0,3600.0,15.3,0.0,82
2025-10-04 08:00:00+00:00,6.9,100,133.0,129.0,3600.0,17.8,0.0,75
2025-10-04 09:00:00+00:00,8.4,100,172.0,176.0,3600.0,20.7,0.0,69
2025-10-04 10:00:00+00:00,9.9,100,178.0,225.0,3600.0,23.6,0.0,60
2025-10-04 11:00:00+00:00,10.3,100,28.0,211.0,0.0,23.0,0.0,58
2025-10-04 12:00:00+00:00,9.8,100,0.0,98.0,0.0,21.1,0.0,61
2025-10-04 13:00:00+00:00,9.8,100,0.0,63.0,0.0,21.5,0.4,64
2025-10-04 14:00:00+00:00,9.4,100,0.0,44.0,0.0,21.9,0.5,70
2025-10-04 15:00:00+00:00,9.6,100,0.0,25.0,0.0,21.3,0.1,72
2025-10-04 16:00:00+00:00,9.8,100,0.0,11.0,0.0,18.3,0.1,74
2025-10-04 17:00:00+00:00,9.6,100,0.0,0.0,0.0,16.6,0.4,78
2025-10-04 18:00:00+00:00,8.6,100,0.0,0.0,0.0,14.4,1.5,93
2025-10-04 19:00:00+00:00,8.8,100,0.0,0.0,0.0,15.2,0.4,94
2025-10-04 20:00:00+00:00,8.9,100,0.0,0.0,0.0,14.6,0.4,96
2025-10-04 21:00:00+00:00,9.4,100,0.0,0.0,0.0,15.8,0.4,96
2025-10-04 22:00:00+00:00,10.2,23,0.0,0.0,0.0,19.2,0.0,94
2025-10-04 23:00:00+00:00,9.6,81,0.0,0.0,0.0,19.7,0.0,94
2025-10-05 00:00:00+00:00,9.2,99,0.0,0.0,0.0,20.7,0.0,94
2025-10-05 01:00:00+00:00,8.6,59,0.0,0.0,0.0,22.0,0.0,91
2025-10-05 02:00:00+00:00,8.1,35,0.0,0.0,0.0,17.7,0.0,92
2025-10-05 03:00:00+00:00,7.8,42,0.0,0.0,0.0,17.6,0.0,90
2025-10-05 04:00:00+00:00,7.8,9,0.0,0.0,0.0,18.0,0.0,87
2025-10-05 05:00:00+00:00,7.6,13,0.0,0.0,0.0,16.4,0.0,87
2025-10-05 06:00:00+00:00,8.1,100,15.0,18.0,1060.19,17.0,0.0,86
2025-10-05 07:00:00+00:00,9.8,100,29.0,77.0,2334.1,21.8,0.0,77
2025-10-05 08:00:00+00:00,10.8,45,28.0,113.0,669.01,15.8,0.0,76
2025-10-05 09:00:00+00:00,12.0,55,184.0,143.0,3600.0,24.9,0.0,70
